"","ship_type","fuel_type","year","consumption"
"598","C","LPG",2042,1008.66753940981
"599","C","MeOH",2042,494.078178694158
"600","C","NH3",2042,697.213769403958
"601","C","RefPO",2042,536.427736867943
"602","C","H2",2042,894.046228113239
"603","T","Oil",2042,676.047257383966
"604","T","LNG",2042,1207.22724532851
"605","T","LPG",2042,1162.51512513116
"606","T","MeOH",2042,481.831926863572
"607","T","NH3",2042,631.365973131578
"608","T","RefPO",2042,603.613622664255
"609","T","H2",2042,1207.22724532851
"610","B","Oil",2042,748.263308823529
"611","B","LNG",2042,1484.64942226891
"612","B","LPG",2042,1319.68837535014
"613","B","MeOH",2042,612.613235294118
"614","B","NH3",2042,840.960040567951
"615","B","RefPO",2042,673.041071428571
"616","B","H2",2042,831.403676470588
"617","G","Oil",2042,647.962646991007
"618","G","LNG",2042,1018.22701670015
"619","G","LPG",2042,1097.07961395303
"620","G","MeOH",2042,515.338713396357
"621","G","NH3",2042,714.993265645249
"622","G","RefPO",2042,575.96679732534
"623","G","H2",2042,977.086531176916
"624","O","Oil",2042,346.028169014084
"625","O","LNG",2042,617.907444668008
"626","O","LPG",2042,640.792905581638
"627","O","MeOH",2042,333.886829750432
"628","O","NH3",2042,477.280233122875
"629","O","RefPO",2042,411.938296445339
"630","O","H2",2042,720.892018779343
"631","C","Oil",2043,556.462989690722
"632","C","LNG",2043,815.330387825233
"633","C","LPG",2043,996.514918453063
"634","C","MeOH",2043,488.125429553265
"635","C","NH3",2043,688.813603507525
"636","C","RefPO",2043,529.964752086401
"637","C","H2",2043,883.274586810669
"638","T","Oil",2043,667.902109704641
"639","T","LNG",2043,1192.68233875829
"640","T","LPG",2043,1148.50891880428
"641","T","MeOH",2043,476.026722925457
"642","T","NH3",2043,623.759154178185
"643","T","RefPO",2043,596.341169379144
"644","T","H2",2043,1192.68233875829
"645","B","Oil",2043,739.248088235294
"646","B","LNG",2043,1466.76207983193
"647","B","LPG",2043,1303.78851540616
"648","B","MeOH",2043,605.232352941176
"649","B","NH3",2043,830.82799188641
"650","B","RefPO",2043,664.932142857143
"651","B","H2",2043,821.386764705882
"652","G","Oil",2043,640.155868111598
"653","G","LNG",2043,1005.95922131822
"654","G","LPG",2043,1083.8617872789
"655","G","MeOH",2043,509.129813234955
"656","G","NH3",2043,706.378888950729
"657","G","RefPO",2043,569.02743832142
"658","G","H2",2043,965.314404295267
"659","O","Oil",2043,341.859154929577
"660","O","LNG",2043,610.462776659959
"661","O","LPG",2043,633.072509128847
"662","O","MeOH",2043,329.864096861873
"663","O","NH3",2043,471.529868868383
"664","O","RefPO",2043,406.975184439973
"665","O","H2",2043,712.206572769953
"666","C","Oil",2044,549.676855670103
"667","C","LNG",2044,805.387334315169
"668","C","LPG",2044,984.362297496318
"669","C","MeOH",2044,482.172680412371
"670","C","NH3",2044,680.413437611091
"671","C","RefPO",2044,523.50176730486
"672","C","H2",2044,872.5029455081
"673","T","Oil",2044,659.756962025316
"674","T","LNG",2044,1178.13743218806
"675","T","LPG",2044,1134.5027124774
"676","T","MeOH",2044,470.221518987342
"677","T","NH3",2044,616.152335224793
"678","T","RefPO",2044,589.068716094033
"679","T","H2",2044,1178.13743218806
"680","B","Oil",2044,730.232867647059
"681","B","LNG",2044,1448.87473739496
"682","B","LPG",2044,1287.88865546218
"683","B","MeOH",2044,597.851470588235
"684","B","NH3",2044,820.695943204868
"685","B","RefPO",2044,656.823214285714
"686","B","H2",2044,811.369852941176
"687","G","Oil",2044,632.349089232188
"688","G","LNG",2044,993.691425936295
"689","G","LPG",2044,1070.64396060476
"690","G","MeOH",2044,502.920913073553
"691","G","NH3",2044,697.764512256207
"692","G","RefPO",2044,562.0880793175
"693","G","H2",2044,953.542277413617
"694","O","Oil",2044,337.69014084507
"695","O","LNG",2044,603.018108651911
"696","O","LPG",2044,625.352112676056
"697","O","MeOH",2044,325.841363973313
"698","O","NH3",2044,465.77950461389
